popularity,original_title,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj,movie_length,rating
0.5293800000000001,Bernie,100,Comedy,186,6.3,2012,0.0,0.0,medium,m_high
0.526637,Maximum Conviction,97,Action,25,4.6,2012,0.0,0.0,medium,low
0.524246,So Undercover,94,Action,169,5.7,2012,0.0,0.0,medium,medium
0.52181,Radio Rebel,90,Comedy,103,5.8,2012,0.0,0.0,short,medium
0.518686,Io e te,103,Drama,23,5.6,2012,0.0,0.0,long,medium
0.518403,"For a Good Time, Call...",85,Comedy,69,5.8,2012,807282.639149409,1181444.84597522,short,medium
0.516461,Laurence Anyways,168,Drama,84,7.5,2012,9022570.67284633,0.0,v_long,high
0.505292,Truth or Dare,95,Horror,57,5.6,2012,0.0,0.0,medium,medium
0.495457,A Turtleâ€™s Tale 2: Sammyâ€™s Escape From Paradise,92,Animation,40,5.7,2012,0.0,0.0,medium,medium
0.495039,Tooth Fairy 2,90,Comedy,22,4.9,2012,4748721.40676122,0.0,short,low
0.494655,Girl in Progress,93,Comedy,29,5.3,2012,4748721.40676122,0.0,medium,low
0.494391,Parental Guidance,104,Comedy,154,5.9,2012,23743607.0338061,113752992.406794,long,medium
0.494142,Grave Encounters 2,95,Horror,133,5.1,2012,0.0,0.0,medium,low
0.493944,V/H/S,116,Horror,227,5.8,2012,0.0,95302.08991229108,v_long,medium
0.493205,Hyde Park on Hudson,94,Comedy,53,5.2,2012,0.0,8440950.12417906,medium,low
0.491648,The Devil Inside,83,Thriller,162,4.5,2012,949744.281352245,96644543.9565396,short,low
0.490734,Flukt,76,Action,15,5.4,2012,0.0,0.0,short,low
0.486354,Chained,94,Horror,46,6.3,2012,0.0,0.0,medium,m_high
0.48631,The Collection,94,Horror,151,5.8,2012,0.0,6498205.45818038,medium,medium
0.48576,Dark Tide,113,Thriller,37,4.9,2012,23743607.0338061,410549.75947726,long,low
0.483986,The Tall Man,106,Horror,191,5.6,2012,17285345.9206108,0.0,long,medium
0.482632,Broken,91,Drama,44,6.3,2012,0.0,0.0,short,m_high
0.477929,Camille redouble,115,Comedy,37,5.9,2012,0.0,0.0,v_long,medium
0.474818,Emperor,105,Drama,66,6.0,2012,0.0,3178096.04763917,long,medium
0.4739140000000001,The Philadelphia Experiment,85,Adventure,28,4.2,2012,0.0,0.0,short,low
0.4733810000000001,Think Like a Man,123,Comedy,201,6.6,2012,11396931.3762269,91242414.62986092,v_long,m_high
0.468765,Saints and Soldiers: Airborne Creed,94,Drama,18,5.0,2012,0.0,0.0,medium,low
0.468552,Hit & Run,100,Action,175,5.4,2012,1899488.56270449,13676317.6514723,medium,low
0.468305,Branded,106,Science Fiction,34,4.6,2012,0.0,0.0,long,low
0.464032,Seal Team Six: The Raid on Osama Bin Laden,90,Thriller,87,5.6,2012,0.0,0.0,short,medium
0.463427,Stand Up Guys,95,Thriller,207,5.8,2012,0.0,0.0,medium,medium
0.460239,The Brass Teapot,100,Comedy,104,5.6,2012,0.0,0.0,medium,medium
0.456327,Burning Bright,89,Drama,23,5.3,2012,0.0,0.0,short,low
0.454471,Marvel One-Shot: Item 47,12,Science Fiction,73,6.7,2012,0.0,0.0,short,high
0.4521770000000001,Come Out and Play,87,Horror,23,4.9,2012,0.0,0.0,short,low
0.452064,Deadfall,95,Crime,138,5.5,2012,11396931.3762269,63016.4828120028,medium,medium
0.451287,Arthur Newman,101,Drama,33,5.5,2012,0.0,0.0,long,medium
0.45055,John Dies at the End,99,Horror,122,5.9,2012,0.0,0.0,medium,medium
0.450481,Liberal Arts,97,Comedy,105,6.1,2012,0.0,0.0,medium,m_high
0.448325,Cirque du Soleil: Worlds Away,91,Fantasy,47,5.9,2012,0.0,32436712.3651956,short,medium
0.446829,Sightseers,88,Adventure,103,6.0,2012,0.0,58677.101190504414,short,medium
0.446244,Compliance,90,Drama,118,6.3,2012,0.0,303239.102871551,short,m_high
0.440489,Excision,81,Horror,68,5.9,2012,0.0,0.0,short,medium
0.438284,The Company You Keep,121,Drama,177,5.8,2012,0.0,18646355.1188842,v_long,medium
0.436617,ATM,90,Horror,105,5.5,2012,2849232.84405673,2858.73028687026,short,medium
0.431609,Soldiers of Fortune,94,Action,34,4.9,2012,7597954.25081796,0.0,medium,low
0.430466,Abraham Lincoln vs. Zombies,90,Horror,32,4.1,2012,142461.642202836,0.0,short,low
0.430256,Beasts of the Southern Wild,93,Drama,262,6.6,2012,1709539.70643404,20046961.0557357,medium,m_high
0.428343,The Last Will and Testament of Rosalind Leigh,82,Horror,16,4.7,2012,0.0,0.0,short,low
0.426646,The Swan Princess Christmas,90,Animation,14,6.4,2012,37989771.2540898,0.0,short,m_high
0.4250390000000001,7 Below,90,Horror,12,4.5,2012,5698465.68811347,0.0,short,low
0.419765,My Awkward Sexual Adventure,98,Comedy,41,5.4,2012,0.0,42975.9287311891,medium,low
0.415272,Imaginaerum,80,Fantasy,35,6.0,2012,4060156.80278085,0.0,short,medium
0.41248,Holy Motors,115,Drama,133,6.7,2012,0.0,608881.058774924,v_long,high
0.438105,Zambezia,83,Animation,49,5.1,2012,18994885.627044894,0.0,short,low
0.409718,Fire with Fire,97,Action,144,5.7,2012,18994885.627044894,4403174.99513256,medium,medium
0.40801,Safety Not Guaranteed,85,Comedy,341,6.7,2012,712308.211014184,3806377.53284928,short,high
0.40752,Partysaurus Rex,7,Animation,54,7.5,2012,0.0,0.0,short,high
0.406609,Leviathan,87,Documentary,14,6.0,2012,0.0,0.0,short,medium
0.404069,Rosewood Lane,81,Horror,12,5.0,2012,0.0,0.0,short,low
0.402947,Eden,98,Drama,32,6.5,2012,0.0,0.0,medium,m_high
0.402086,The Samaritan,90,Thriller,27,4.7,2012,11396931.3762269,2394.30533328901,short,low
0.401012,Small Apartments,96,Comedy,24,5.1,2012,1899488.56270449,0.0,medium,low
0.400215,PromociÃ³n Fantasma,88,Comedy,26,5.5,2012,0.0,0.0,short,medium
0.398497,The Apparition,82,Horror,76,4.4,2012,16145652.782988098,9143655.47076449,short,low
0.39366,Werewolf: The Beast Among Us,93,Drama,32,4.7,2012,4748721.40676122,0.0,medium,low
0.392485,Halo 4: Forward Unto Dawn,92,Science Fiction,199,6.5,2012,11871803.516903,0.0,medium,m_high
0.388099,Not Suitable For Children,97,Comedy,35,5.5,2012,0.0,0.0,medium,medium
0.38719,Lovely Molly,100,Horror,38,4.6,2012,949744.281352245,0.0,medium,low
0.386979,Outpost: Black Sun,101,Action,12,3.7,2012,2849232.84405673,0.0,long,low
0.385202,The Babymakers,98,Comedy,39,4.8,2012,0.0,0.0,medium,low
0.385121,Bad Ass,90,Action,87,5.4,2012,0.0,0.0,short,low
0.383998,2 Days in New York,91,Comedy,60,5.3,2012,7597954.25081796,1570679.49454609,short,low
0.383809,The Forger,96,Drama,25,6.8,2012,0.0,0.0,medium,high
0.292564,Ginger & Rosa,89,Drama,39,6.3,2012,0.0,955157.823755953,short,m_high
0.38161,El Gringo,98,Adventure,27,4.8,2012,2849232.84405673,0.0,medium,low
0.380291,Robot & Frank,85,Science Fiction,307,6.7,2012,2374360.70338061,3157935.8257789,short,high
0.373557,The Motel Life,95,Drama,12,4.9,2012,0.0,0.0,medium,low
0.365381,Bait,93,Horror,99,5.2,2012,28492328.440567303,0.0,medium,low
0.365206,The Battery,101,Drama,43,5.7,2012,0.0,0.0,long,medium
0.363004,Battlestar Galactica: Blood & Chrome,91,Drama,52,6.6,2012,0.0,0.0,short,m_high
0.361254,Dragon Eyes,88,Drama,18,4.1,2012,2849232.84405673,0.0,short,low
0.359578,Cosmopolis,109,Drama,191,4.8,2012,19469757.767721,5758827.63565909,long,low
0.358343,Extracted,85,Science Fiction,40,5.5,2012,0.0,0.0,short,medium
0.356988,Marley,144,Documentary,88,7.4,2012,0.0,0.0,v_long,high
0.356594,Airborne,78,Horror,13,3.3,2012,0.0,0.0,short,low
0.352564,Dungeons & Dragons: The Book of Vile Darkness,90,Adventure,10,4.1,2012,11396931.3762269,0.0,short,low
0.35149400000000003,Cockneys vs Zombies,88,Comedy,65,5.6,2012,0.0,0.0,short,medium
0.349722,Blood,92,Drama,21,6.0,2012,0.0,0.0,medium,medium
0.346552,Loosies,89,Comedy,25,6.1,2012,0.0,0.0,short,m_high
0.34423000000000004,Thunderstruck,94,Comedy,23,5.8,2012,0.0,0.0,medium,medium
0.339738,Nazis at the Center of the Earth,90,Adventure,18,3.1,2012,0.0,0.0,short,low
0.338055,Citadel,85,Horror,23,4.8,2012,0.0,0.0,short,low
0.335484,The Seasoning House,89,Horror,32,6.4,2012,0.0,0.0,short,m_high
0.335002,The Sapphires,103,Comedy,47,6.4,2012,0.0,0.0,long,m_high
0.331665,Freelancers,96,Mystery,49,4.7,2012,10447187.0948747,0.0,medium,low
0.331645,Game Change,118,Drama,62,6.1,2012,0.0,0.0,v_long,m_high
0.329642,The Outback,85,Animation,12,4.7,2012,5033644.691166901,0.0,short,low
0.329419,Grupo 7,95,Drama,25,5.5,2012,3324104.98473286,0.0,medium,medium
0.32771500000000003,Hello I Must Be Going,95,Drama,26,5.4,2012,0.0,0.0,medium,low
0.326556,Love at the Christmas Table,91,Comedy,18,6.2,2012,0.0,0.0,short,m_high
0.323947,Atlas Shrugged Part II,112,Drama,27,5.5,2012,0.0,0.0,long,medium
0.32324200000000003,100 Bloody Acres,91,Comedy,17,5.5,2012,0.0,0.0,short,medium
0.32297800000000004,Cesare deve morire,76,Drama,13,6.2,2012,0.0,0.0,short,m_high
0.322496,Into the White,100,Action,44,6.5,2012,0.0,668.619974071981,medium,m_high
0.32216300000000003,Take This Waltz,116,Drama,81,6.3,2012,0.0,0.0,v_long,m_high
0.32200700000000004,The Butterfly Room,87,Horror,24,5.7,2012,0.0,1026.67356814177,short,medium
0.321712,Best Man Down,90,Comedy,39,5.9,2012,1424616.42202836,1840.60441726065,short,medium
0.320781,Keep the Lights On,101,Drama,17,5.5,2012,0.0,0.0,long,medium
0.320264,Lola Versus,87,Comedy,40,4.9,2012,0.0,239908.25470242105,short,low
0.319294,Damsels in Distress,99,Comedy,34,5.6,2012,0.0,0.0,medium,medium
0.25737,Big Time Movie,68,Comedy,12,6.4,2012,0.0,0.0,short,m_high
0.316117,Joyful Noise,117,Comedy,25,6.7,2012,23.7436070338061,28.492328440567302,v_long,high
0.315868,The Magic of Belle Isle,109,Comedy,61,7.1,2012,0.0,97242.4174790937,long,high
0.310779,After,90,Mystery,31,5.6,2012,0.0,0.0,short,medium
0.310077,Room 237,102,Documentary,128,6.3,2012,0.0,0.0,long,m_high
0.421746,Barbie in A Mermaid Tale 2,74,Animation,22,6.0,2012,0.0,0.0,short,medium
0.360699,Shadow Dancer,101,Thriller,55,5.6,2012,5983388.97251914,398847.96018671896,long,medium
0.304212,Celeste & Jesse Forever,91,Comedy,129,6.4,2012,0.0,2939280.94860458,short,m_high
0.15305,Meeting Evil,89,Crime,29,4.4,2012,0.0,498.615747709929,short,low
0.297944,Piranhaconda,90,Horror,13,3.5,2012,949744.281352245,0.0,short,low
0.295547,Assassin's Bullet,91,Action,16,3.1,2012,4748721.40676122,0.0,short,low
0.29467,Generation Um...,96,Drama,10,4.8,2012,1614565.27829881,0.0,medium,low
0.292536,Brake,92,Action,31,5.2,2012,0.0,0.0,medium,low
0.292449,Barbie: The Princess & The Popstar,86,Family,28,5.8,2012,0.0,0.0,short,medium
0.292387,Le Guetteur,89,Action,22,5.5,2012,0.0,0.0,short,medium
0.291458,One in the Chamber,91,Action,19,3.9,2012,5698465.68811347,0.0,short,low
0.290977,Populaire,111,Comedy,121,6.5,2012,0.0,0.0,long,m_high
0.29082,Song for Marion,93,Music,44,6.5,2012,0.0,1611995.27027347,medium,m_high
0.288849,The Imposter,95,Documentary,154,7.3,2012,0.0,0.0,medium,high
0.287294,Storage 24,87,Horror,26,3.6,2012,0.0,0.0,short,low
0.285321,Madea's Witness Protection,114,Drama,43,6.1,2012,0.0,0.0,v_long,m_high
0.283371,The Legend of Mor'du,6,Animation,10,5.7,2012,0.0,0.0,short,medium
0.281092,Une vie meilleure,110,Drama,25,5.9,2012,0.0,0.0,long,medium
0.280787,The Details,96,Comedy,33,5.9,2012,0.0,0.0,medium,medium
0.222923,More Than Honey,90,Documentary,28,6.7,2012,0.0,0.0,short,high
0.26859,Modus Anomali,87,Horror,14,5.3,2012,189948.85627044886,0.0,short,low
0.267406,Struck by Lightning,90,Comedy,58,6.0,2012,0.0,21777.636371407,short,medium
0.267325,Ce que le jour doit Ã  la nuit,182,Drama,29,7.4,2012,16.1456527829881,0.0,v_long,high
0.26618600000000003,A Dark Truth,106,Action,21,5.6,2012,0.0,5461.02961777541,long,medium
0.266025,Smashed,85,Drama,52,6.1,2012,474872.1406761221,357670.847124411,short,m_high
0.265119,2-Headed Shark Attack,90,Horror,24,3.4,2012,0.0,0.0,short,low
0.264257,Dragon Age: Dawn of the Seeker,90,Fantasy,10,5.5,2012,0.0,0.0,short,medium
0.263969,Pusher,86,Thriller,21,5.2,2012,0.0,0.0,short,low
0.474678,"Love, Marilyn",105,Documentary,11,6.2,2012,0.0,0.0,long,m_high
0.262531,Girl vs. Monster,89,Comedy,28,5.0,2012,0.0,0.0,short,low
0.261895,Boot Tracks,91,Thriller,10,3.8,2012,0.0,0.0,short,low
0.136043,Hannah Arendt,113,Drama,48,6.8,2012,0.0,681161.347307237,long,high
0.260624,Resident Evil: Retribution,95,Action,1152,5.6,2012,61733378.2878959,228089879.0500649,medium,medium
0.258942,Mass Effect: Paragon Lost,84,Animation,10,6.6,2012,0.0,0.0,short,m_high
0.255948,Gallowwalkers,90,Action,102,4.2,2012,16145652.782988098,0.0,short,low
0.255854,American Mary,98,Horror,100,5.9,2012,0.0,0.0,medium,medium
0.255341,Everything or Nothing: The Untold Story of 007,98,Documentary,13,6.8,2012,0.0,0.0,medium,high
0.253871,Devil Seed,93,Horror,15,5.0,2012,0.0,0.0,medium,low
0.250992,Justice League: Doom,77,Action,109,7.1,2012,0.0,0.0,short,high
0.218221,Oh Boy,88,Comedy,73,7.1,2012,284923.284405673,2612057.95339604,short,high
0.24902600000000005,The We and the I,103,Drama,18,5.3,2012,0.0,0.0,long,low
0.247431,Unconditional,92,Drama,15,5.8,2012,1899488.56270449,0.0,medium,medium
0.246129,Ill Manors,121,Crime,26,5.9,2012,161456.527829881,0.0,v_long,medium
0.242816,Blue Like Jazz,106,Drama,15,6.5,2012,1187180.3516903,0.0,long,m_high
0.241334,The Pelayos,90,Drama,13,4.6,2012,0.0,0.0,short,low
0.235271,Something from Nothing: The Art of Rap,106,Documentary,20,6.5,2012,0.0,273822.673245228,long,m_high
0.23517800000000005,Time Travel Mater,7,Adventure,19,6.0,2012,0.0,0.0,short,medium
0.234982,Aurora,120,Science Fiction,11,5.6,2012,0.0,0.0,v_long,medium
0.233634,Lake Placid: The Final Chapter,86,Horror,20,4.1,2012,0.0,0.0,short,low
0.167892,Eega,145,Science Fiction,19,6.6,2012,5688968.24529995,18472526.2723011,v_long,m_high
0.22986,Rogue River,81,Horror,14,5.2,2012,1899488.56270449,0.0,short,low
0.227639,Dino Time,85,Animation,10,5.0,2012,0.0,0.0,short,low
0.227384,ThÃ©rÃ¨se Desqueyroux,110,Drama,11,4.2,2012,0.0,0.0,long,low
0.226474,Jesus Henry Christ,92,Comedy,18,6.2,2012,0.0,0.0,medium,m_high
0.224198,Indie Game: The Movie,96,Documentary,153,7.3,2012,0.0,0.0,medium,high
0.221973,Girl Most Likely,103,Comedy,63,5.7,2012,0.0,0.0,long,medium
0.22158200000000008,Stash House,95,Action,12,5.1,2012,1899488.56270449,0.0,medium,low
0.22017,Tower Block,90,Thriller,24,5.3,2012,0.0,0.0,short,low
0.219829,A Glimpse Inside the Mind of Charles Swan III,86,Comedy,18,4.5,2012,0.0,0.0,short,low
0.218643,Main dans la main,81,Comedy,11,5.3,2012,0.0,0.0,short,low
0.218605,A Fantastic Fear of Everything,100,Comedy,55,5.6,2012,0.0,0.0,medium,medium
0.153962,Insensibles,105,Horror,39,5.9,2012,0.0,0.0,long,medium
0.216962,Chimpanzee,78,Documentary,36,6.4,2012,0.0,0.0,short,m_high
0.2195,The Rise,106,Thriller,12,6.0,2012,0.0,0.0,long,medium
0.180989,Jayne Mansfield's Car,122,Drama,11,6.0,2012,0.0,0.0,v_long,medium
0.214194,Save the Date,98,Drama,34,6.2,2012,0.0,0.0,medium,m_high
0.212307,Columbus Circle,82,Crime,39,5.9,2012,9497442.81352245,0.0,short,medium
0.2793989999999989,Transit,88,Drama,42,5.7,2012,4748721.40676122,0.0,short,medium
0.210157,Electrick Children,96,Drama,33,6.6,2012,0.0,0.0,medium,m_high
0.209137,Midnight's Children,148,Drama,11,5.0,2012,0.0,839668.91914352,v_long,low
0.207878,Beverly Hills Chihuahua 3 - Viva La Fiesta!,89,Comedy,18,5.5,2012,0.0,0.0,short,medium
0.206422,Grabbers,94,Science Fiction,63,5.6,2012,0.0,0.0,medium,medium
0.206106,Kiss of the Damned,95,Thriller,23,4.6,2012,0.0,14010.6276385083,medium,low
0.20482,Superman vs. The Elite,76,Animation,50,6.3,2012,3324104.98473286,0.0,short,m_high
0.204794,Being Flynn,102,Drama,40,5.3,2012,0.0,513006.273060978,long,low
0.204304,Chasing Ice,74,Documentary,43,7.7,2012,0.0,1261703.93621517,short,high
0.197497,Under the Bed,87,Horror,17,4.9,2012,0.0,0.0,short,low
0.194384,Comedown,90,Horror,10,5.0,2012,0.0,0.0,short,low
0.194081,Alien Uprising,101,Action,30,3.0,2012,2374360.70338061,0.0,long,low
0.119504,The Liability,95,Thriller,48,5.4,2012,0.0,0.0,medium,low
0.192136,Dead Mine,91,Action,15,4.6,2012,0.0,0.0,short,low
0.308684,Sparkle,116,Drama,21,5.9,2012,13296419.938931402,23399295.2897432,v_long,medium
0.191233,The Angels' Share,101,Drama,78,6.9,2012,0.0,6680507.92324166,long,high
0.188856,The Philly Kid,94,Drama,11,4.9,2012,4748721.40676122,0.0,medium,low
0.186437,DjÃºpiÃ°,95,Drama,10,6.2,2012,2849232.84405673,0.0,medium,m_high
0.525783,Casa De Mi Padre,84,Comedy,50,5.4,2012,0.0,0.0,short,low
0.185787,A Late Quartet,105,Drama,48,6.4,2012,0.0,1484019.12784982,long,m_high
0.075822,Mine Games,88,Thriller,14,4.7,2012,1424616.42202836,0.0,short,low
0.181137,Detention of the Dead,87,Comedy,12,4.0,2012,474872.1406761221,0.0,short,low
0.18021,Lemale et ha'halal,90,Drama,19,6.1,2012,0.0,1686096.21859314,short,m_high
0.179918,Treasure Island,180,Adventure,29,5.3,2012,0.0,0.0,v_long,low
0.042077,Vous n'avez encore rien vu,115,Drama,12,6.9,2012,0.0,0.0,v_long,high
0.17924,World Without End,389,Drama,10,6.1,2012,0.0,0.0,v_long,m_high
0.177132999999999,Silent Night,99,Comedy,38,4.7,2012,0.0,13834.9249464581,medium,low
0.070285,English Vinglish,133,Drama,42,7.1,2012,2697273.75904037,11036028.549313,v_long,high
0.173804,Fast Girls,91,Drama,11,4.5,2012,0.0,0.0,short,low
0.173477,Searching for Sugar Man,85,Documentary,190,7.9,2012,0.0,0.0,short,high
0.17315899999999898,American Warships,90,Action,22,2.4,2012,0.0,0.0,short,low
0.171625,Kauwboy,81,Family,10,6.0,2012,0.0,0.0,short,medium
0.252098,Freaky Deaky,90,Comedy,10,4.8,2012,0.0,0.0,short,low
0.169276,Rise of the Zombies,90,Action,13,3.1,2012,0.0,0.0,short,low
0.14562,"Il Ã©tait une fois, une fois",95,Comedy,10,4.6,2012,0.0,0.0,medium,low
0.213853,In Their Skin,96,Thriller,20,5.2,2012,3798977.12540898,0.0,medium,low
0.166049,Whole Lotta Sole,94,Comedy,11,5.9,2012,0.0,0.0,medium,medium
0.164197,The Girl from the Naked Eye,80,Action,10,4.1,2012,1044718.70948747,0.0,short,low
0.16203,40 Days and Nights,90,Action,15,3.6,2012,0.0,0.0,short,low
0.159747,Found,105,Thriller,16,6.6,2012,7597.954250817959,0.0,long,m_high
0.123061,"Peace, Love & Misunderstanding",96,Comedy,27,5.4,2012,0.0,512763.1385249521,medium,low
0.158309999999999,Not Fade Away,112,Drama,14,5.4,2012,18994885.627044894,580096.209095701,long,low
0.157139,Fairy Tail the Movie: Phoenix Priestess,86,Action,24,6.6,2012,0.0,0.0,short,m_high
0.156925,L'Attentat,102,Drama,18,5.8,2012,0.0,0.0,long,medium
0.15439,Smiley,90,Horror,67,4.2,2012,0.0,0.0,short,low
0.154043,Any Day Now,97,Drama,12,5.7,2012,0.0,0.0,medium,medium
0.15368900000000002,3 Zimmer/KÃ¼che/Bad,118,Comedy,20,7.1,2012,0.0,0.0,v_long,high
0.153301,Darling Companion,103,Drama,12,5.2,2012,0.0,0.0,long,low
0.15271300000000002,Fist of Jesus,15,Action,11,7.5,2012,0.0,0.0,short,high
0.3590219999999989,Interview with a Hitman,95,Action,35,4.7,2012,0.0,0.0,medium,low
0.146256,Errors of the Human Body,102,Science Fiction,13,6.0,2012,1424616.42202836,0.0,long,medium
0.144769,Christmas with Holly,90,Drama,16,5.7,2012,0.0,0.0,short,medium
0.144297,The Summit,95,Adventure,15,6.9,2012,0.0,0.0,medium,high
0.143351,Jack & Diane,110,Drama,13,4.4,2012,0.0,0.0,long,low
0.141961999999999,We Are Legion: The Story of the Hacktivists,93,Documentary,45,6.7,2012,0.0,0.0,medium,high
0.142769,í•˜ìš¸ë§,114,Thriller,18,5.8,2012,0.0,0.0,v_long,medium
0.140904,The Gatekeepers,101,Documentary,28,6.2,2012,0.0,0.0,long,m_high
0.139554999999999,Simon Killer,105,Drama,13,5.8,2012,0.0,0.0,long,medium
0.139047,Redd Inc.,93,Thriller,10,5.3,2012,474872.1406761221,949744.281352245,medium,low
0.137846,A Perfect Ending,110,Drama,10,7.0,2012,0.0,0.0,long,high
0.136706,Arjun: The Warrior Prince,96,Adventure,10,6.6,2012,0.0,0.0,medium,m_high
0.134777,Head Over Heels,10,Family,10,6.6,2012,9877.34052606335,0.0,short,m_high
0.133857,Barricade,82,Horror,10,4.0,2012,0.0,0.0,short,low
0.133769,Still Mine,102,Drama,14,6.1,2012,0.0,0.0,long,m_high
0.128912,Astronaut: The Last Push,90,Science Fiction,13,4.8,2012,0.0,0.0,short,low
0.128685,Stitches,86,Horror,45,5.2,2012,94974.42813522447,90225.7067284633,short,low
0.128085,Reality,110,Drama,21,5.7,2012,0.0,0.0,long,medium
0.12794,The Courier,91,Action,19,4.9,2012,0.0,0.0,short,low
0.126328,Dead Before Dawn 3D,88,Adventure,16,3.9,2012,0.0,0.0,short,low
0.12369,Wish You Were Here,93,Drama,16,5.2,2012,0.0,0.0,medium,low
0.034312,I Will Follow You Into the Dark,107,Drama,15,4.2,2012,4748721.40676122,0.0,long,low
0.118043,Coldplay: Live 2012,97,Music,16,7.5,2012,0.0,0.0,medium,high
0.279471,Playback,95,Horror,19,3.6,2012,7123082.11014184,0.0,medium,low
0.115589,Let It Shine,90,Family,39,5.7,2012,0.0,0.0,short,medium
0.11391400000000006,Tim and Eric's Billion Dollar Movie,94,Comedy,19,4.4,2012,0.0,0.0,medium,low
0.113808,Spike Island,96,Comedy,22,6.8,2012,0.0,0.0,medium,high
0.113372,Stories We Tell,108,Documentary,48,6.8,2012,0.0,0.0,long,high
0.112563,After Porn Ends,90,Documentary,32,5.1,2012,379897.71254089795,0.0,short,low
0.111351,Foodfight!,87,Animation,12,2.2,2012,61733378.2878959,70001.8520013486,short,low
0.109652,When the Lights Went Out,86,Thriller,23,5.8,2012,0.0,0.0,short,medium
0.10568,Vamps,93,Comedy,48,4.7,2012,15195908.501635902,0.0,medium,low
0.105432,Berberian Sound Studio,92,Horror,44,6.3,2012,0.0,0.0,medium,m_high
0.101746,The Girl,91,Drama,19,5.9,2012,0.0,0.0,short,medium
0.100157,PokÅ‚osie,107,Mystery,13,5.6,2012,0.0,0.0,long,medium
0.098948,Nitro Circus: The Movie,92,Action,31,6.8,2012,0.0,3707306.85762858,medium,high
0.096174,Among Friends,80,Comedy,14,3.7,2012,0.0,0.0,short,low
0.092594,Scary or Die,94,Horror,12,3.6,2012,0.0,0.0,medium,low
0.201455,A Mother's Nightmare,90,TV Movie,21,6.0,2012,0.0,0.0,short,medium
0.090552,Party Bercy,120,Comedy,15,6.4,2012,0.0,0.0,v_long,m_high
0.090143,Artifact,105,Documentary,26,7.4,2012,0.0,0.0,long,high
0.0898409999999999,Amy Schumer: Mostly Sex Stuff,41,Comedy,14,7.1,2012,0.0,0.0,short,high
0.174184999999999,Birdsong,165,Drama,18,6.1,2012,0.0,0.0,v_long,m_high
0.088796,Mr. Pip,116,Drama,12,5.8,2012,0.0,0.0,v_long,medium
0.0851789999999999,It's a SpongeBob Christmas!,90,Family,14,5.4,2012,0.0,0.0,short,low
0.08066,Talaash,149,Drama,25,6.5,2012,8082323.83430761,0.0,v_long,m_high
0.0792809999999999,Jurassic Shark,75,Action,13,2.0,2012,0.0,0.0,short,low
0.078194,Free Angela and All Political Prisoners,101,Documentary,10,6.3,2012,0.0,0.0,long,m_high
0.077988,Girls Against Boys,87,Drama,12,4.2,2012,0.0,0.0,short,low
0.077044,Jackie,100,Comedy,13,6.2,2012,0.0,264028.91021592397,medium,m_high
0.220523,The Pact,89,Horror,96,5.3,2012,0.0,0.0,short,low
0.0683309999999999,Du vent dans mes mollets,89,Family,19,6.6,2012,0.0,0.0,short,m_high
0.069188,Underground: The Julian Assange Story,89,Drama,12,5.9,2012,0.0,0.0,short,medium
0.062706,Blancanieves,104,Drama,31,6.9,2012,0.0,265676.71654407,long,high
0.248698,How to Make Money Selling Drugs,96,Documentary,30,6.5,2012,0.0,0.0,medium,m_high
0.055792,Minecraft: The Story of Mojang,104,Documentary,14,5.6,2012,0.0,0.0,long,medium
0.050661000000000005,Una pistola en cada mano,100,Comedy,10,6.2,2012,0.0,0.0,medium,m_high
0.050524,Katy Perry: Part of Me,93,Documentary,63,6.5,2012,11396931.3762269,31082239.307066496,medium,m_high
0.114021,Jim Gaffigan: Mr. Universe,78,Comedy,11,7.2,2012,0.0,0.0,short,high
0.043949,Fresh Meat,91,Comedy,10,4.6,2012,0.0,0.0,short,low
0.043122,Just Like a Woman,105,Drama,11,6.0,2012,0.0,0.0,long,medium
0.029385,Eddie: The Sleepwalking Cannibal,79,Horror,16,6.1,2012,0.0,1549.98266716686,short,m_high
0.041297,The Sleeper,90,Horror,10,2.2,2012,0.0,0.0,short,low
0.040607,Belle du Seigneur,124,Drama,11,4.2,2012,0.0,0.0,v_long,low
0.040521,Freeloaders,77,Comedy,10,5.0,2012,2849232.84405673,0.0,short,low
0.040014,Undercover Bridesmaid,92,Romance,11,6.1,2012,0.0,0.0,medium,m_high
0.035616,Inch'Allah,101,Drama,15,5.9,2012,0.0,0.0,long,medium
0.031932,O Som ao Redor,131,Drama,23,6.1,2012,0.0,0.0,v_long,m_high
0.0016350000000000002,Freddie Mercury: The Great Pretender,107,Music,10,7.2,2012,0.0,0.0,long,high
0.07029400000000001,I Hate Love,105,Romance,11,5.5,2012,0.0,0.0,long,medium
0.024008,The House I Live In,110,Documentary,14,7.1,2012,0.0,0.0,long,high
0.023496,Mental,116,Comedy,23,5.5,2012,0.0,0.0,v_long,medium
0.023223,Hold Your Breath,87,Horror,20,3.4,2012,0.0,0.0,short,low
0.189057,Daddy's Little Girl,126,Horror,12,6.8,2012,0.0,0.0,v_long,high
0.021677,Amber Alert,81,Thriller,17,5.0,2012,0.0,0.0,short,low
0.158021,The Comedy,95,Drama,12,5.7,2012,0.0,0.0,medium,medium
0.004575,The Dream Team,70,Documentary,11,8.0,2012,0.0,0.0,short,high
0.018189,Jim Jefferies: Fully Functional,60,Comedy,10,6.6,2012,0.0,0.0,short,m_high
